"endTime","artistName","trackName","msPlayed"
"2022-08-26 23:44","Cage The Elephant","Come a Little Closer",2517
"2022-08-26 23:44","alt-J","Breezeblocks",100351
"2022-08-27 00:21","Cage The Elephant","Cigarette Daydreams",208760
"2022-08-27 00:23","Dominic Fike","Babydoll",97960
"2022-08-27 00:25","Arctic Monkeys","When The Sun Goes Down",127010
"2022-08-27 00:29","Arctic Monkeys","505",253586
"2022-08-27 00:30","Dominic Fike","Babydoll",52025
"2022-08-27 00:32","Cage The Elephant","Cigarette Daydreams",120448
"2022-08-27 00:35","Weezer","Say It Ain't So",138624
"2022-08-27 02:21","Weezer","Say It Ain't So",260618
"2022-08-27 02:21","Weezer","Say It Ain't So",27414
"2022-08-27 02:25","Cage The Elephant","Cigarette Daydreams",208760
"2022-08-27 03:11","Cage The Elephant","Cigarette Daydreams",208760
"2022-08-27 03:12","Mac Miller","Good News",10964
"2022-08-27 03:13","Tame Impala","Posthumous Forgiveness",65010
"2022-08-27 03:13","Mac Miller","Good News",2688
"2022-08-27 03:23","Tame Impala","Posthumous Forgiveness",366066
"2022-08-27 03:27","Kevin Abstract","Baby Boy",211668
"2022-08-27 03:32","Steve Lacy","C U Girl",129697
"2022-08-27 03:55","Kevin Abstract","Peach",2800
"2022-08-27 03:58","Cage The Elephant","Cigarette Daydreams",208760
"2022-08-27 03:58","Kevin Abstract","Peach",3620
"2022-08-27 04:01","Don Toliver","HAD ENOUGH (feat. Quavo & Offset)",157133
"2022-08-27 04:17","Lil Yachty","T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",139996
"2022-08-27 14:16","Kevin Abstract","Peach",129317
"2022-08-27 14:20","Djo","Chateau (Feel Alright)",272157
"2022-08-27 14:25","The Backseat Lovers","Kilby Girl",282205
"2022-08-27 14:29","Frank Ocean","Lens",227654
"2022-08-27 14:34","Frank Ocean","Nights",307151
"2022-08-27 14:37","Bakar","Hell N Back",213573
"2022-08-27 14:41","CeeLo Green","Fuck You",222933
"2022-08-27 14:45","Outkast","Hey Ya!",235213
"2022-08-27 14:51","Duran Duran","Rio - 2009 Remaster",337333
"2022-08-27 14:57","Childish Gambino","Me and Your Mama",379226
"2022-08-27 18:06","Her's","What Once Was",255067
"2022-08-27 18:11","Mac Miller","Self Care",345133
"2022-08-27 18:17","Mac Miller","Good News",342040
"2022-08-27 18:22","Margot & The Nuclear So And So's","Broadripple Is Burning",273173
"2022-08-27 18:24","Dominic Fike","Why",139906
"2022-08-27 18:30","Tyler, The Creator","GONE, GONE / THANK YOU",375386
"2022-08-27 18:40","Tyler, The Creator","SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)",588139
"2022-08-27 18:44","Tyler, The Creator","I THINK",212013
"2022-08-27 18:49","Tyler, The Creator","Boredom (feat. Rex Orange County & Anna of the North)",320720
"2022-08-27 18:52","Tyler, The Creator","EARFQUAKE",190066
"2022-08-27 18:57","Denzel Curry","Walkin",280004
"2022-08-27 21:07","Tame Impala","Breathe Deeper",169620
"2022-08-27 21:07","Tyler, The Creator","BEST INTEREST",35285
"2022-08-27 21:07","Kendrick Lamar","Bitch, Don’t Kill My Vibe",5631
"2022-08-27 21:11","Arctic Monkeys","505",203520
"2022-08-27 21:11","Steve Lacy","Dark Red",469
"2022-08-27 21:11","Steve Lacy","Dark Red",576
"2022-08-27 21:11","Steve Lacy","Bad Habit",490
"2022-08-27 21:27","Steve Lacy","Bad Habit",232066
"2022-08-27 21:32","Steve Lacy","Bad Habit",3029
"2022-08-27 21:32","Djo","Chateau (Feel Alright)",10121
"2022-08-27 21:35","Steve Lacy","Dark Red",173104
"2022-08-27 21:36","Bedside Kites","Deep Brown Eyes",34353
"2022-08-27 21:38","Arctic Monkeys","Why'd You Only Call Me When You're High?",128874
"2022-08-27 21:41","Arctic Monkeys","R U Mine?",201726
"2022-08-27 21:42","Arctic Monkeys","One For The Road",7468
"2022-08-27 21:46","Arctic Monkeys","Do I Wanna Know?",242154
"2022-08-27 21:46","Arctic Monkeys","I Wanna Be Yours",2517
"2022-08-27 21:46","Arctic Monkeys","Knee Socks",0
"2022-08-27 21:47","Arctic Monkeys","Arabella",73983
"2022-08-27 22:05","Cage The Elephant","Cigarette Daydreams",165631
"2022-08-27 22:07","Steve Lacy","Dark Red",97600
"2022-08-28 00:18","Steve Lacy","Bad Habit",163690
"2022-08-28 03:24","Migos","Antidote",20650
"2022-08-28 03:24","BROCKHAMPTON","SUNNY",1088
"2022-08-28 03:24","Travis Scott","outside",4906
"2022-08-28 03:24","BROCKHAMPTON","BOYS",1194
"2022-08-28 03:24","Steve Lacy","Dark Red",50986
"2022-08-28 03:24","Tyler, The Creator","MANIFESTO (feat. Domo Genesis)",2111
"2022-08-28 03:24","City Morgue","33rd Blakk Glass",917
"2022-08-28 03:28","Yeat","Doublë",76031
"2022-08-29 00:58","Arctic Monkeys","505",2922
"2022-08-29 00:58","Offset","CODE (feat. Moneybagg Yo)",42325
"2022-08-29 00:59","Steve Lacy","Bad Habit",77034
"2022-08-29 16:33","Steve Lacy","Bad Habit",1068
"2022-08-29 16:35","Steve Lacy","Dark Red",173104
"2022-08-29 16:38","Kevin Abstract","Peach",176732
"2022-08-29 16:42","Fleetwood Mac","Tusk",210173
"2022-08-29 16:45","Arctic Monkeys","Why'd You Only Call Me When You're High?",161123
"2022-08-29 16:49","Arctic Monkeys","505",253586
"2022-08-29 16:52","Arctic Monkeys","When The Sun Goes Down",202133
"2022-08-29 16:58","Tyler, The Creator","Boredom (feat. Rex Orange County & Anna of the North)",320720
"2022-08-29 18:02","Cage The Elephant","Come a Little Closer",105607
"2022-08-29 18:05","Arctic Monkeys","Why'd You Only Call Me When You're High?",161123
"2022-08-29 18:08","BROCKHAMPTON","WHAT'S THE OCCASION?",225026
"2022-08-29 18:12","Mac DeMarco","Chamber Of Reflection",231723
"2022-08-29 18:15","Frank Ocean","Pink + White",184516
"2022-08-29 18:19","Outkast","Hey Ya!",235213
"2022-08-29 18:23","Her's","What Once Was",255067
"2022-08-29 18:29","Tyler, The Creator","Boredom (feat. Rex Orange County & Anna of the North)",320720
"2022-08-29 18:34","The Backseat Lovers","Kilby Girl",282205
"2022-08-29 18:43","Frank Ocean","Pyramids",592920
"2022-08-29 18:47","slowthai","feel away (feat. James Blake & Mount Kimbie)",203572
"2022-08-29 18:51","alt-J","Breezeblocks",227080
"2022-08-29 18:54","alt-J","Left Hand Free",173630
"2022-08-29 18:56","Arctic Monkeys","When The Sun Goes Down",3297
"2022-08-29 18:56","Frank Ocean","In My Room",2763
"2022-08-29 18:56","Bakar","Hell N Back",139988
"2022-08-29 18:59","Mac Miller","The Spins",195873
"2022-08-29 20:01","Margot & The Nuclear So And So's","Broadripple Is Burning",29045
"2022-08-29 20:06","Djo","Chateau (Feel Alright)",272157
"2022-08-29 20:08","Fleetwood Mac","Tusk",116625
"2022-08-29 20:09","The Backseat Lovers","Kilby Girl",3993
"2022-08-29 20:09","Frank Ocean","Nights",84450
"2022-08-29 20:13","Frank Ocean","Nights",255904
"2022-08-29 20:16","Mac DeMarco","No Other Heart",173117
"2022-08-29 20:22","Kanye West","Devil In A New Dress",351946
"2022-08-29 20:25","Neutral Milk Hotel","In the Aeroplane Over the Sea",202346
"2022-08-29 20:30","Neutral Milk Hotel","Two-Headed Boy",266106
"2022-08-29 20:34","Cage The Elephant","Come a Little Closer",229346
"2022-08-29 20:38","Djo","Chateau (Feel Alright)",272157
"2022-08-29 21:30","Frank Ocean","Ivy",2013
"2022-08-29 21:30","Neutral Milk Hotel","In the Aeroplane Over the Sea",4481
"2022-08-29 21:31","Jack Harlow","OnnaWay",998
"2022-08-29 21:31","Migos","T-Shirt",766
"2022-08-29 21:31","Flatbush Zombies","Monica (feat. Tech N9ne)",2229
"2022-08-29 21:31","The Weeknd","Blinding Lights",6687
"2022-08-29 21:31","Tyler, The Creator","Pothole (feat. Jaden Smith)",626
"2022-08-29 21:31","BROCKHAMPTON","MILK",812
"2022-08-29 21:31","Ecco2k","Security!",719
"2022-08-29 21:31","Bladee","Chaos Follows",1160
"2022-08-29 21:31","Don Toliver","No Idea",743
"2022-08-29 21:33","The Alchemist","Nobles (feat. Earl Sweatshirt & Navy Blue)",136500
"2022-08-29 21:35","Buckshot","Over The Hills",1184
"2022-08-29 21:35","Tyler, The Creator","SMUCKERS (feat. Lil Wayne & Kanye West)",812
"2022-08-29 21:35","Flatbush Zombies","Headstone",673
"2022-08-29 21:35","BROCKHAMPTON","LOVE ME FOR LIFE",97196
"2022-08-29 21:35","Kanye West","Jail",859
"2022-08-29 21:35","Pop Smoke","Mood Swings (feat. Lil Tjay)",696
"2022-08-29 22:08","A$AP Ferg","What Do You Do (feat. NAV)",2507
"2022-08-29 22:08","Buckshot","Over The Hills",143638
"2022-08-29 22:08","Kanye West","Jail",1811
"2022-08-29 22:08","SAINt JHN","Roses",15487
"2022-08-29 22:11","JID","151 Rum",156780
"2022-08-29 22:14","Frank Ocean","In My Room",131994
"2022-08-29 22:16","Steve Lacy","Static",111479
"2022-08-30 03:33","Steve Lacy","Bad Habit",155016
"2022-08-30 03:36","Steve Lacy","Dark Red",173104
"2022-08-30 03:43","Childish Gambino","Me and Your Mama",379226
"2022-08-30 03:46","Cage The Elephant","Cigarette Daydreams",208760
"2022-08-30 03:52","Kanye West","Devil In A New Dress",351946
"2022-08-30 03:55","Little Simz","Point and Kill",185600
"2022-08-30 03:58","slowthai","feel away (feat. James Blake & Mount Kimbie)",203572
"2022-08-30 04:02","Mac Miller","The Spins",195873
"2022-08-30 04:11","Tyler, The Creator","SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)",578191
"2022-08-30 04:12","Bedside Kites","Deep Brown Eyes",720
"2022-08-30 04:12","Joey Bada$$","Brand New 911",30760
"2022-08-30 16:05","Tame Impala","Posthumous Forgiveness",154808
"2022-08-30 16:06","Arctic Monkeys","There’d Better Be A Mirrorball",67059
"2022-08-30 16:09","Steve Lacy","Dark Red",173104
"2022-08-30 16:10","Tame Impala","Breathe Deeper",24369
"2022-08-30 16:10","Steve Lacy","Static",24311
"2022-08-30 16:13","Bakar","Hell N Back",213573
"2022-08-30 16:15","Dominic Fike","Babydoll",97960
"2022-08-30 16:19","Bastille","Pompeii",214147
"2022-08-30 16:19","Steve Lacy","Static",15515
"2022-08-30 16:22","Vance Joy","Riptide",204280
"2022-08-30 16:23","The Backseat Lovers","Kilby Girl",325
"2022-08-30 16:23","Vance Joy","Riptide",12744
"2022-08-30 16:23","Mac Miller","Good News",1532
"2022-08-30 16:23","Mac Miller","Self Care",371
"2022-08-30 16:23","Frank Ocean","Ivy",1160
"2022-08-30 16:23","Dominic Fike","Babydoll",603
"2022-08-30 18:30","Outkast","Hey Ya!",235213
"2022-08-30 18:35","Kanye West","Dark Fantasy",280786
"2022-08-30 18:38","Steve Lacy","Bad Habit",232066
"2022-08-30 18:44","Mac Miller","Self Care",345133
"2022-08-30 18:46","Steve Lacy","C U Girl",129697
"2022-08-30 18:49","Djo","Chateau (Feel Alright)",142373
"2022-08-30 18:53","CeeLo Green","Fuck You",222933
"2022-08-30 18:55","Jamie Foxx","Fly Love",159000
"2022-08-30 18:56","Maroon 5","Sunday Morning",71992
"2022-08-30 19:29","CeeLo Green","Fuck You",18947
"2022-08-30 20:00","Bakar","Hell N Back",4295
"2022-08-30 20:00","Arctic Monkeys","There’d Better Be A Mirrorball",17173
"2022-08-30 20:04","Arctic Monkeys","505",253586
"2022-08-30 20:06","A$AP Rocky","Sundress",158205
"2022-08-30 20:09","Jamie Foxx","Fly Love",159000
"2022-08-30 20:12","Mac Miller","The Spins",195873
"2022-08-30 20:16","Neutral Milk Hotel","In the Aeroplane Over the Sea",202346
"2022-08-30 20:20","Phum Viphurit","Lover Boy",236727
"2022-08-30 20:25","Mac Miller","Good News",342040
"2022-08-30 20:29","Frank Ocean","Pink + White",184516
"2022-08-30 22:09","Kevin Abstract","Empty",14511
"2022-08-30 22:13","The Animals","House Of The Rising Sun",271280
"2022-08-30 22:16","Creedence Clearwater Revival","Bad Moon Rising",141600
"2022-08-30 22:19","Mac Miller","The Spins",195873
"2022-08-30 22:25","Kanye West","Devil In A New Dress",351946
"2022-08-30 22:29","MGMT","Electric Feel",229640
"2022-08-30 22:33","Bruno Mars","Leave The Door Open",242096
"2022-08-30 22:41","Kali Uchis","After The Storm (feat. Tyler, The Creator & Bootsy Collins)",207454
"2022-08-30 22:45","Tyler, The Creator","GONE, GONE / THANK YOU",905
"2022-08-30 22:45","Arctic Monkeys","Why'd You Only Call Me When You're High?",1277
"2022-08-30 22:45","Arctic Monkeys","Why'd You Only Call Me When You're High?",8614
"2022-08-30 22:45","Arctic Monkeys","Only Ones Who Know",2368
"2022-08-30 22:45","Jimi Hendrix","All Along the Watchtower",240800
"2022-08-30 22:45","Steve Lacy","Dark Red",1764
"2022-08-30 22:45","Her's","What Once Was",1369
"2022-08-30 22:45","slowthai","feel away (feat. James Blake & Mount Kimbie)",3346
"2022-08-30 22:49","Arctic Monkeys","R U Mine?",201726
"2022-08-30 23:11","Arctic Monkeys","One For The Road",31171
"2022-08-30 23:12","boycityy","5G",896
"2022-08-30 23:12","Steve Lacy","Static",74709
"2022-08-30 23:14","Thaiboy Digital","I'm Fresh",88007
"2022-08-30 23:34","Juice WRLD","The Bees Knees",248516
"2022-08-30 23:34","Playboi Carti","Half & Half",2218
"2022-08-30 23:37","Oliver Tree","Hurt",145147
"2022-08-30 23:40","Kendrick Lamar","Silent Hill",220779
"2022-08-31 00:20","Vince Staples","Norf Norf",13183
"2022-08-31 00:20","Kodak Black","Calling My Spirit",853
"2022-08-31 00:20","Kanye West","Gorgeous",343899
"2022-08-31 00:20","CHASE B","Cafeteria (feat. Gunna)",1408
"2022-08-31 00:24","BROCKHAMPTON","GUMMY",261000
"2022-08-31 02:40","Pooh Shiesty","Back in Blood (feat. Lil Durk)",33369
"2022-08-31 02:44","Kanye West","Dark Fantasy",280786
"2022-08-31 02:47","Kanye West","Dark Fantasy",179001
"2022-08-31 04:05","Kendrick Lamar","Count Me Out",49642
"2022-08-31 04:06","Tyler, The Creator","ARE WE STILL FRIENDS?",28650
"2022-08-31 04:09","WILLIS","I Think I Like When It Rains",5845
"2022-08-31 04:09","Dr. Dog","Where'd All the Time Go?",204586
"2022-08-31 04:10","Steve Lacy","Static",20842
"2022-08-31 04:10","Steve Lacy","Static",29909
"2022-08-31 04:10","Declan McKenna","Brazil",12351
"2022-08-31 04:10","Dr. Dog","Where'd All the Time Go?",2560
"2022-08-31 04:11","Outkast","Hey Ya!",23936
"2022-08-31 04:11","Mac DeMarco","No Other Heart",16106
"2022-08-31 04:16","Mac DeMarco","Chamber Of Reflection",231723
"2022-08-31 04:23","slowthai","feel away (feat. James Blake & Mount Kimbie)",203572
"2022-08-31 04:23","alt-J","Breezeblocks",1101
"2022-08-31 04:27","The Strokes","The Adults Are Talking",280554
"2022-08-31 04:31","The Strokes","Last Nite",193373
"2022-08-31 04:32","The Strokes","Machu Picchu",55385
"2022-08-31 04:36","The Backseat Lovers","Kilby Girl",282205
"2022-08-31 04:38","Mac Miller","The Spins",119534
"2022-08-31 04:41","Steve Lacy","Static",136511
"2022-08-31 04:41","Ralph Castelli","Morning Sex",2431
"2022-08-31 04:41","Current Joys","Kids",6911
"2022-08-31 04:42","Kendrick Lamar","PRIDE.",54848
"2022-08-31 04:43","Dominic Fike","Babydoll",97960
"2022-08-31 06:36","alt-J","Left Hand Free",76260
"2022-08-31 06:38","Duwap Kaine","Santa",46442
"2022-08-31 06:39","Ken Carson","Freestyle 2",47274
"2022-08-31 06:40","Ken Carson","MDMA (feat. Destroy Lonely)",51029
"2022-08-31 17:06","Mach-Hommy","The Stellar Ray Theory",5162
"2022-08-31 17:06","EARTHGANG","Proud Of U (feat. Young Thug)",1578
"2022-08-31 17:06","Ken Carson","MDMA (feat. Destroy Lonely)",177251
"2022-08-31 17:06","City Morgue","THE ELECTRIC EXPERIENCE",917
"2022-08-31 17:06","Flatbush Zombies","The Odyssey",789
"2022-08-31 17:06","Ken Carson","X",20657
"2022-08-31 17:08","The Alchemist","E. Coli (feat. Earl Sweatshirt)",132147
"2022-08-31 17:13","Migos","T-Shirt",242407
"2022-08-31 17:16","Kanye West","Heartless",178209
"2022-08-31 23:11","Lola Marsh","Something Stupid (From ""Better Call Saul"")",106
"2022-08-31 23:16","Lola Marsh","Something Stupid (From ""Better Call Saul"")",268846
"2022-08-31 23:17","Lola Marsh","Something Stupid (From ""Better Call Saul"")",115462
"2022-09-01 01:58","Lola Marsh","Something Stupid (From ""Better Call Saul"")",39306
"2022-09-01 02:30","Lola Marsh","Something Stupid (From ""Better Call Saul"")",192304
"2022-09-01 02:30","Lola Marsh","Something Stupid (From ""Better Call Saul"")",229453
"2022-09-01 13:12","Lola Marsh","Something Stupid (From ""Better Call Saul"")",256
"2022-09-01 13:12","Lola Marsh","Something Stupid (From ""Better Call Saul"")",259264
"2022-09-01 13:21","Lola Marsh","Something Stupid (From ""Better Call Saul"")",268846
"2022-09-01 14:06","Lola Marsh","Something Stupid (From ""Better Call Saul"")",20531
"2022-09-01 14:06","Lola Marsh","Something Stupid (From ""Better Call Saul"")",409612
"2022-09-01 14:10","alt-J","Breezeblocks",227080
"2022-09-01 14:11","Fleetwood Mac","Tusk",55935
"2022-09-01 14:15","Djo","Roddy",252987
"2022-09-01 14:20","Frank Ocean","Nights",307151
"2022-09-01 14:25","Margot & The Nuclear So And So's","Broadripple Is Burning",273173
"2022-09-01 14:29","Cage The Elephant","Come a Little Closer",229346
"2022-09-01 16:46","Omega","Gyöngyhajú lány",252841
"2022-09-01 18:01","Lola Marsh","Something Stupid (From ""Better Call Saul"")",243242
"2022-09-01 18:05","Lola Marsh","Something Stupid (From ""Better Call Saul"")",268846
"2022-09-01 18:10","Margot & The Nuclear So And So's","Broadripple Is Burning",273173
"2022-09-01 18:12","Dominic Fike","Babydoll",97960
"2022-09-01 18:16","Arctic Monkeys","505",253586
"2022-09-01 18:18","Dominic Fike","Why",139906
"2022-09-01 18:23","Tyler, The Creator","Boredom (feat. Rex Orange County & Anna of the North)",320720
"2022-09-01 18:29","Omega","Gyöngyhajú lány",349413
"2022-09-01 18:33","Djo","Roddy",15004
"2022-09-01 18:33","Neutral Milk Hotel","In the Aeroplane Over the Sea",202346
"2022-09-01 18:36","Cage The Elephant","Cigarette Daydreams",208760
"2022-09-01 18:40","Arctic Monkeys","When The Sun Goes Down",202133
"2022-09-01 18:45","Frank Ocean","Nights",307151
"2022-09-01 18:48","BROCKHAMPTON","WHAT'S THE OCCASION?",152852
"2022-09-01 18:54","Tame Impala","Breathe Deeper",372866
"2022-09-01 18:58","Outkast","Hey Ya!",235213
"2022-09-01 19:01","grentperez","Cherry Wine",173286
"2022-09-01 19:02","Little Simz","Point and Kill",76945
"2022-09-01 19:45","Lola Marsh","Something Stupid (From ""Better Call Saul"")",246177
"2022-09-01 20:06","Lola Marsh","Something Stupid (From ""Better Call Saul"")",268846
"2022-09-01 20:07","JID","Galaxy",682
"2022-09-01 20:07","Frank Ocean","In My Room",67357
"2022-09-01 20:07","JID","Raydar",1450
"2022-09-01 20:08","JID","Galaxy",40938
"2022-09-01 20:11","JID","Dance Now (feat. Kenny Mason)",1661
"2022-09-01 20:11","JID","Dance Now (feat. Kenny Mason)",21650
"2022-09-01 20:11","JID","Raydar",1431
"2022-09-01 20:11","JID","Raydar",204909
"2022-09-01 20:12","JID","Raydar",7478
"2022-09-01 20:15","JID","Dance Now (feat. Kenny Mason)",227555
"2022-09-01 20:43","JID","Crack Sandwich",297668
"2022-09-01 20:46","JID","Can’t Punk Me (feat. EARTHGANG)",203377
"2022-09-01 20:50","JID","Raydar",204909
"2022-09-01 20:55","JID","Surround Sound (feat. 21 Savage & Baby Tate)",317037
"2022-09-01 20:59","JID","Kody Blu 31",224629
"2022-09-01 21:03","JID","Bruddanem (feat. Lil Durk)",235423
"2022-09-01 21:07","Lola Marsh","Something Stupid (From ""Better Call Saul"")",243365
"2022-09-01 21:13","JID","Sistanem",359235
"2022-09-01 21:18","JID","Can’t Make U Change (feat. Ari Lennox)",288454
"2022-09-01 21:22","JID","Stars (feat. Yasiin Bey)",258244
"2022-09-01 21:25","JID","Just In Time (feat. Lil Wayne & Kenny Mason)",207059
"2022-09-01 21:30","JID","Money",266345
"2022-09-01 21:34","JID","Better Days (feat. Johnta Austin)",254281
"2022-09-01 21:49","JID","Dance Now (feat. Kenny Mason)",4288
"2022-09-01 21:49","JID","Lauder Too (feat. Ravyn Lenae & Eryn Allen Kane)",120640
"2022-09-01 21:49","JID","Stars (feat. Yasiin Bey)",10645
"2022-09-01 21:50","JID","Crack Sandwich",53760
"2022-09-01 21:59","JID","Can’t Punk Me (feat. EARTHGANG)",182720
"2022-09-01 22:02","JID","Raydar",204909
"2022-09-01 22:10","JID","Dance Now (feat. Kenny Mason)",128295
"2022-09-01 22:10","JID","Dance Now (feat. Kenny Mason)",3904
"2022-09-01 22:13","JID","Kody Blu 31",223615
"2022-09-02 01:21","JID","Lauder Too (feat. Ravyn Lenae & Eryn Allen Kane)",1600
"2022-09-02 01:21","JID","Raydar",64820
"2022-09-02 01:25","JID","Money",266345
"2022-09-02 01:28","Lil Baby","We Paid (feat. 42 Dugg)",181929
"2022-09-02 01:31","Playboi Carti","Lean 4 Real (feat. Skepta)",177026
"2022-09-02 01:35","Kanye West","FML",236120
"2022-09-02 01:40","Juice WRLD","The Bees Knees",325809
"2022-09-02 01:40","Chance the Rapper","GRoCERIES",0
"2022-09-02 01:40","Benny The Butcher","Overall (feat. Chinx)",1780
"2022-09-02 01:44","JID","Raydar",204909
"2022-09-02 01:46","Earl Sweatshirt","Shattered Dreams",108770
"2022-09-02 01:47","JID","Money",2900
"2022-09-02 01:47","JID","Bruddanem (feat. Lil Durk)",81290
"2022-09-02 01:49","JID","Dance Now (feat. Kenny Mason)",110390
"2022-09-02 01:53","The Neighbourhood","Stargazing",237570
"2022-09-02 01:56","Mac DeMarco","Freaking Out the Neighborhood",173888
"2022-09-02 02:00","The Neighbourhood","Stargazing",217026
"2022-09-02 02:01","The Neighbourhood","Stargazing",85394
"2022-09-02 02:06","Lola Marsh","Something Stupid (From ""Better Call Saul"")",268846
"2022-09-02 02:09","Kevin Abstract","Empty",194336
"2022-09-02 02:10","Tame Impala","Posthumous Forgiveness",4906
"2022-09-02 02:10","Tame Impala","Posthumous Forgiveness",72307
"2022-09-02 02:11","Ken Carson","Freestyle 2",27136
"2022-09-02 02:11","Mac DeMarco","Freaking Out the Neighborhood",14528
"2022-09-02 02:11","JID","Kody Blu 31",9365
"2022-09-02 02:18","Lola Marsh","Something Stupid (From ""Better Call Saul"")",306607
"2022-09-02 02:19","Lola Marsh","Something Stupid (From ""Better Call Saul"")",2133
"2022-09-02 02:19","Steve Lacy","Dark Red",47665
"2022-09-02 02:21","Dr. Dog","Where'd All the Time Go?",123690
"2022-09-02 04:56","Dr. Dog","Where'd All the Time Go?",111105
"2022-09-02 05:09","Margot & The Nuclear So And So's","Broadripple Is Burning",60665
"2022-09-02 11:45","Weezer","Records (feat. Noga Erez)",29461
"2022-09-02 11:48","Mac DeMarco","Freaking Out the Neighborhood",173888
"2022-09-02 11:49","Margot & The Nuclear So And So's","Broadripple Is Burning",22752
"2022-09-02 15:11","Margot & The Nuclear So And So's","Broadripple Is Burning",28258
"2022-09-02 15:15","JID","Kody Blu 31",224629
"2022-09-02 15:20","Lola Marsh","Something Stupid (From ""Better Call Saul"")",268846
"2022-09-02 15:22","Mac DeMarco","No Other Heart",173117
"2022-09-02 15:25","Mac DeMarco","Freaking Out the Neighborhood",173888
"2022-09-02 15:29","Dr. Dog","Where'd All the Time Go?",234800
"2022-09-02 15:35","JID","Sistanem",369778
"2022-09-02 15:39","Kevin Abstract","Baby Boy",211668
"2022-09-02 15:42","Arctic Monkeys","Why'd You Only Call Me When You're High?",161123
"2022-09-02 15:45","Neutral Milk Hotel","In the Aeroplane Over the Sea",202346
"2022-09-02 15:47","Lupine","Old Fashioned Way",128505
"2022-09-02 15:51","Mac DeMarco","Chamber Of Reflection",231723
"2022-09-02 15:53","Dominic Fike","Babydoll",97960
"2022-09-02 15:57","BROCKHAMPTON","WHAT'S THE OCCASION?",225026
"2022-09-02 17:22","Tame Impala","Posthumous Forgiveness",12344
"2022-09-02 17:25","Mac DeMarco","Freaking Out the Neighborhood",173888
"2022-09-02 17:28","Mac Miller","The Spins",195873
"2022-09-02 17:31","Arctic Monkeys","When The Sun Goes Down",202133
"2022-09-02 17:35","Mac DeMarco","Chamber Of Reflection",231723
"2022-09-02 17:37","Frank Ocean","Godspeed",100330
"2022-09-02 17:40","slowthai","feel away (feat. James Blake & Mount Kimbie)",203572
"2022-09-02 17:43","Dominic Fike","Why",139906
"2022-09-02 17:49","Tame Impala","Posthumous Forgiveness",366066
"2022-09-02 17:52","Mac DeMarco","No Other Heart",173117
"2022-09-02 17:55","Kevin Abstract","Peach",176732
"2022-09-03 01:44","Childish Gambino","Me and Your Mama",191351
"2022-09-03 01:49","JID","Kody Blu 31",224629
"2022-09-03 01:50","Mac DeMarco","Chamber Of Reflection",41835
"2022-09-03 17:07","Mac DeMarco","Chamber Of Reflection",236576
"2022-09-03 17:13","JID","Sistanem",369778
"2022-09-03 17:17","Cage The Elephant","Cigarette Daydreams",208760
"2022-09-03 17:19","Steve Lacy","C U Girl",129697
"2022-09-03 17:22","Arctic Monkeys","Only Ones Who Know",181480
"2022-09-03 17:25","Fleetwood Mac","Tusk",210173
"2022-09-03 17:32","Tame Impala","Breathe Deeper",372866
"2022-09-03 17:36","Phum Viphurit","Lover Boy",236727
"2022-09-03 17:39","Kevin Abstract","Baby Boy",211668
"2022-09-03 17:42","Mac DeMarco","Freaking Out the Neighborhood",173888
"2022-09-03 17:48","Kanye West","Devil In A New Dress",351946
"2022-09-03 17:50","Dominic Fike","Why",139906
"2022-09-03 17:55","Djo","Chateau (Feel Alright)",272157
"2022-09-03 17:56","Dominic Fike","Babydoll",97960
"2022-09-03 19:17","Steve Lacy","Dark Red",173104
"2022-09-03 19:20","Mac DeMarco","No Other Heart",173117
"2022-09-03 19:24","The Neighbourhood","Stargazing",217026
"2022-09-03 19:26","Arctic Monkeys","Why'd You Only Call Me When You're High?",161123
"2022-09-03 19:28","Frank Ocean","Pyramids",96513
"2022-09-03 19:33","The Backseat Lovers","Kilby Girl",282205
"2022-09-03 19:36","Outkast","Hey Ya!",235213
"2022-09-03 19:38","Tyler, The Creator","Boredom (feat. Rex Orange County & Anna of the North)",91754
"2022-09-03 19:44","Mac Miller","Good News",342040
"2022-09-03 19:47","slowthai","feel away (feat. James Blake & Mount Kimbie)",203572
"2022-09-03 19:53","Duran Duran","Rio - 2009 Remaster",337333
"2022-09-03 19:55","Steve Lacy","Static",156506
"2022-09-03 21:13","BROCKHAMPTON","WHAT'S THE OCCASION?",217673
"2022-09-03 21:15","Frank Ocean","In My Room",133680
"2022-09-03 21:19","alt-J","Left Hand Free",173630
"2022-09-03 21:23","Neutral Milk Hotel","In the Aeroplane Over the Sea",202346
"2022-09-03 21:26","SZA","Drew Barrymore",231400
"2022-09-03 21:30","alt-J","Breezeblocks",227080
"2022-09-03 21:34","Bakar","Hell N Back",213573
"2022-09-03 21:41","Arctic Monkeys","505",416213
"2022-09-03 21:45","Margot & The Nuclear So And So's","Broadripple Is Burning",271984
"2022-09-03 21:47","Omega","Gyöngyhajú lány",134606
"2022-09-03 21:48","Arctic Monkeys","When The Sun Goes Down",835
"2022-09-03 21:48","Steve Lacy","Bad Habit",1369
